GeneID	GeneName	GeneDescription	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz
AGAP001368			0.053	0.0	0.218	0.376	0.126	0.475	0.105	0.432	0.863	0.009	0.295	0.0	0.011	0.0	0.013	0.921	0.944	0.408	0.572	0.916	0.128	0.946	0.975
AGAP001654		Histone deacetylase complex subunit SAP30 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7PXY4]	0.053	0.515	0.758	0.0	0.108	0.587	0.639	0.487	0.333	0.698	0.644	0.105	0.641	0.021	0.291	0.913	0.907	0.0	0.125	0.531	0.774	0.248	0.445
AGAP006621			0.053	0.919	0.225	0.144	0.055	0.942	0.963	0.164	0.013	0.225	0.095	0.566	0.22	0.158	0.065	0.522	0.962	0.008	0.671	0.677	0.365	0.487	0.146
AGAP007173	FADD	IMD pathway signalling Fas-Associated Death Domain  (FADD). [Source:VB Community Annotation]	0.053	0.607	0.317	0.0	0.0	0.729	0.589	0.338	0.18	0.057	0.154	0.042	0.134	0.769	0.858	0.003	0.462	0.0	0.931	0.994	0.776	0.886	0.291
AGAP000810			0.053	0.334	0.0	0.0	0.0	0.001	0.0	0.286	0.939	0.027	0.631	0.002	0.139	0.278	0.305	0.02	0.0	0.0	0.0	0.132	0.035	0.006	0.696
AGAP002422	CLIPD1	CLIP-domain serine protease [Source:VB Community Annotation]	0.054	0.071	0.036	0.238	0.0	0.045	0.01	0.0	0.0	0.002	0.007	0.063	0.002	0.138	0.0	0.252	0.0	0.001	0.006	0.513	0.696	0.002	0.056
AGAP005432		programmed cell death protein 5 [Source:VB Community Annotation]	0.054	0.345	0.0	0.0	0.791	0.807	0.48	0.128	0.127	0.815	0.902	0.848	0.414	0.791	0.391	0.239	0.136	0.27	0.615	0.77	0.002	0.26	0.0
AGAP009239		RanBP-type and C3HC4-type zinc finger-containing protein 1 [Source:VB Community Annotation]	0.054	0.933	0.0	0.895	0.0	0.667	0.66	0.492	0.027	0.744	0.005	0.04	0.0	0.871	0.001	0.172	0.45	0.0	0.59	0.182	0.001	0.824	0.932
AGAP001892		arrestin domain-containing protein 3 [Source:VB Community Annotation]	0.054	0.15	0.896	0.0	0.3	0.081	0.343	0.015	0.002	0.723	0.344	0.288	0.865	0.131	0.851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGAP000776		myosin VI [Source:VB Community Annotation]	0.054	0.775	0.044	0.003	0.929	0.988	0.179	0.849	0.346	0.011	0.011	0.009	0.004	0.0	0.0	0.031	0.371	0.769	0.0	0.009	0.005	0.744	0.0
AGAP009996		peptidyl-prolyl cis-trans isomerase-like 3 [Source:VB Community Annotation]	0.054	0.876	0.039	0.092	0.638	0.749	0.983	0.385	0.676	0.231	0.0	0.714	0.0	0.774	0.0	0.341	0.002	0.071	0.282	0.871	0.589	0.014	0.003
AGAP002847		Niemann-Pick Type C-2 [Source:VB Community Annotation]	0.054	0.0	0.015	0.463	0.0	0.16	0.004	0.049	0.013	0.293	0.004	0.197	0.086	0.07	0.006	0.008	0.001	0.194	0.005	0.075	0.0	0.024	0.382
AGAP002542	LRIM20	leucine-rich immune protein (Coil-less) [Source:VB Community Annotation]	0.054	0.826	0.531	0.061	0.473	0.78	0.409	0.065	0.456	0.021	0.037	0.062	0.049	0.213	0.183	0.482	0.986	0.0	0.339	0.081	0.831	0.035	0.225
AGAP002478		cyclin B [Source:VB Community Annotation]	0.054	0.898	0.002	0.0	0.037	0.874	0.816	0.38	0.1	0.965	0.0	0.279	0.0	0.048	0.0	0.403	0.04	0.059	0.001	0.0	0.016	0.001	0.017
AGAP004052			0.054	0.404	0.03	0.482	0.154	0.054	0.067	0.691	0.142	0.986	0.02	0.202	0.0	0.148	0.0	0.25	0.362	0.07	0.002	0.002	0.007	0.303	0.467
AGAP009991		Cyclophilin B precursor [Source:VB Community Annotation]	0.054	0.395	0.0	0.285	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.012	0.937	0.0	0.545	0.0	0.0	0.002	0.04	0.006	0.784	0.0
AGAP005340			0.054	0.554	0.767	0.262	0.281	0.0	0.003	0.04	0.025	0.959	0.0	0.35	0.0	0.242	0.0	0.0	0.0	0.151	0.0	0.267	0.886	0.585	0.002
AGAP004988			0.054	0.423	0.0	0.0	0.867	0.988	0.455	0.52	0.207	0.287	0.786	0.017	0.255	0.163	0.568	0.08	0.665	0.146	0.726	0.761	0.873	0.022	0.001
AGAP007989			0.054	0.206	0.094	0.966	0.236	0.812	0.248	0.954	0.832	0.009	0.003	0.035	0.007	0.036	0.011	0.72	0.002	0.15	0.192	0.864	0.236	0.001	0.424
AGAP007296	APG12	autophagy related gene [Source:VB Community Annotation]	0.054	0.02	0.256	0.0	0.214	0.051	0.02	0.271	0.043	0.051	0.864	0.026	0.925	0.025	0.995	0.0	0.0	0.0	0.177	0.384	0.277	0.364	0.003
AGAP000217			0.055	0.83	0.0	0.001	0.231	0.686	0.654	0.472	0.111	0.103	0.16	0.106	0.33	0.711	0.0	0.925	0.808	0.0	0.803	0.828	0.397	0.834	0.0
AGAP004270		hexosaminidase [Source:VB Community Annotation]	0.055	0.271	0.0	0.094	0.001	0.98	0.005	0.0	0.0	0.406	0.162	0.002	0.0	0.006	0.001	0.745	0.164	0.0	0.001	0.002	0.0	0.983	0.403
AGAP001962	GPRVPR1	GPCR vasopressin family receptor 1 [Source:VB Community Annotation]	0.055	0.453	0.268	0.658	0.163	0.782	0.987	0.481	0.436	0.494	0.674	0.877	0.664	0.613	0.869	0.03	0.02	0.0	0.97	0.838	0.646	0.983	0.002
AGAP007599		monolysocardiolipin acyltransferase [Source:VB Community Annotation]	0.055	0.696	0.689	0.68	0.097	0.603	0.58	0.092	0.781	0.0	0.269	0.0	0.31	0.0	0.683	0.124	0.0	0.006	0.103	0.771	0.189	0.458	0.0
AGAP001790		p21-activated kinase 1 [Source:VB Community Annotation]	0.055	0.09	0.61	0.0	0.117	0.994	0.439	0.932	0.976	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.346	0.308	0.058	0.883	0.788	0.545	0.005
AGAP001232		alpha-1,3/alpha-1, 6-mannosyltransferase [Source:VB Community Annotation]	0.055	0.736	0.325	0.514	0.46	0.078	0.274	0.885	0.525	0.353	0.586	0.682	0.928	0.976	0.765	0.119	0.599	0.003	0.005	0.089	0.018	0.739	0.095
AGAP011801		Coiled-coil domain-containing protein 22 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7PZ96]	0.055	0.871	0.602	0.35	0.818	0.312	0.561	0.387	0.146	0.0	0.093	0.0	0.919	0.0	0.829	0.012	0.006	0.199	0.0	0.176	0.002	0.467	0.0
AGAP028685			0.055	0.033	0.0	0.311	0.0	0.882	0.558	0.206	0.046	0.803	0.43	0.232	0.077	0.01	0.004	0.146	0.009	0.001	0.274	0.416	0.344	0.0	0.033
AGAP001231			0.055	0.238	0.354	0.409	0.164	0.99	0.327	0.58	0.848	0.859	0.337	0.812	0.08	0.916	0.269	0.069	0.836	0.94	0.822	0.124	0.963	0.166	0.526
AGAP000587			0.055	0.525	0.552	0.476	0.553	0.034	0.001	0.247	0.486	0.39	0.466	0.493	0.511	0.29		0.152	0.566	0.648	0.0	0.0	0.0	0.077	0.231
AGAP002877		Tetratricopeptide repeat protein 30 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7PRA4]	0.055	0.084	0.031	0.158	0.902	0.786	0.806	0.98	0.516	0.9	0.855	0.687	0.697	0.104	0.084	0.735	0.258	0.614	0.092	0.076	0.567	0.752	0.021
AGAP005863		N-alpha-acetyltransferase 35, NatC auxiliary subunit [Source:VB Community Annotation]	0.055	0.665	0.806	0.723	0.026	0.888	0.089	0.665	0.668	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.52	0.0	0.01	0.0	0.913	0.006
AGAP012770		molecular chaperone GrpE [Source:VB Community Annotation]	0.055	0.03	0.044	0.0	0.676	0.019	0.009	0.135	0.9							0.0	0.0	0.0	0.056	0.264	0.629	0.078	0.711
AGAP013250			0.055	0.442	0.112	0.0	0.513	0.288	0.964	0.953	0.607	0.626	0.114	0.84	0.027	0.201	0.689	0.03	0.063	0.129	0.572	0.466	0.662	0.823	0.126
AGAP000978		origin recognition complex subunit 5 [Source:VB Community Annotation]	0.055	0.206	0.002	0.007	0.003	0.905	0.85	0.031	0.341	0.668	0.0	0.223	0.0	0.508	0.0	0.832	0.002	0.0	0.088	0.036	0.014	0.939	0.676
AGAP028668			0.055	0.863	0.091	0.931	0.846	0.032	0.49	0.376	0.073	0.689	0.0	0.645	0.0	0.354	0.0	0.609	0.028	0.001	0.16	0.707	0.932	0.918	0.93
AGAP005874		Protein downstream neighbor of son homolog [Source:VB Community Annotation]	0.055	0.16	0.001	0.0	0.143	0.333	0.962	0.155	0.023	0.883	0.001	0.842	0.0	0.749	0.013	0.062	0.023	0.023	0.017	0.935	0.075	0.123	0.044
AGAP005424			0.055	0.081	0.846	0.001	0.74	0.645	0.263	0.791	0.259	0.016	0.484	0.001	0.238	0.005	0.25	0.62	0.601	0.157	0.545	0.139	0.588	0.879	0.887
AGAP004331		glass [Source:VB Community Annotation]	0.056	0.804	0.008	0.064	0.439	0.629	0.899	0.29	0.282	0.04	0.235	0.3	0.833	0.871	0.562	0.167	0.066	0.034	0.0	0.059	0.084	0.555	0.801
AGAP001148			0.056	0.019	0.684	0.194	0.074	0.138	0.0	0.001	0.238	0.018	0.776	0.134	0.837	0.082	0.432	0.247	0.277	0.0	0.504	0.138	0.303	0.879	0.171
AGAP028190			0.056	0.164	0.157	0.0	0.001	0.109	0.344	0.156	0.366	0.248	0.069	0.189	0.053	0.176	0.108	0.685	0.38	0.342	0.79	0.428	0.814	0.301	0.0
AGAP006623		Vps53 protein [Source:VB Community Annotation]	0.056	0.145	0.691	0.022	0.492	0.011	0.007	0.056	0.001	0.812	0.043	0.813	0.002	0.872	0.019	0.017	0.233	0.0	0.014	0.616	0.039	0.804	0.026
AGAP010540			0.056	0.026	0.006	0.001	0.789	0.254	0.972	0.033	0.079	0.734	0.004	0.244	0.0	0.05	0.0	0.001	0.0	0.007	0.002	0.885	0.079	0.0	0.0
AGAP004890		ribose-phosphate pyrophosphokinase [Source:VB Community Annotation]	0.056	0.381	0.0	0.001	0.189	0.152	0.028	0.175	0.759	0.138	0.832	0.194	0.953	0.429	0.4	0.006	0.324	0.019	0.0	0.003	0.0	0.015	0.006
AGAP001452		ubiquitin-conjugating enzyme E2 Q [Source:VB Community Annotation]	0.056	0.075	0.005	0.963	0.835	0.79	0.662	0.247	0.049	0.015	0.0	0.003	0.0	0.0	0.0	0.147	0.018	0.003	0.3	0.099	0.636	0.003	0.0
AGAP002606		26S proteasome regulatory subunit N12 [Source:VB Community Annotation]	0.056	0.182	0.922	0.941	0.01	0.13	0.781	0.186	0.04	0.18	0.467	0.121	0.636	0.004	0.707	0.319	0.852	0.0	0.62	0.225	0.144	0.953	0.911
AGAP004383	GSTD10	glutathione S-transferase delta class 10 [Source:VB Community Annotation]	0.056	0.003	0.0	0.239	0.014	0.899	0.704	0.75	0.165	0.469	0.194	0.876	0.483	0.228	0.07		0.627	0.846	0.0	0.033	0.0	0.0	0.003
AGAP003125			0.056	0.402	0.027	0.667	0.655	0.901	0.338	0.489	0.242	0.327	0.798	0.04	0.683	0.062	0.562	0.856	0.944	0.984	0.408	0.838	1.0	0.936	0.14
AGAP002449		3-OH androgenic UDPGT [Source:VB Community Annotation]	0.056	0.253	0.0	0.0	0.0	0.826	0.586	0.297	0.899	0.885	0.906	0.007	0.015	0.657	0.608	0.723	0.899	0.0	0.027	0.081	0.042	0.017	0.447
AGAP005823		Ubiquitin-related modifier 1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7Q6I6]	0.056	0.179	0.302	0.129	0.003	0.941	0.984	0.785	0.499	0.845	0.09	0.757	0.219	0.89	0.196	0.013	0.01	0.0	0.382	0.756	0.377	0.525	0.118
AGAP001734		nicastrin [Source:VB Community Annotation]	0.057	0.251	0.227	0.799	0.608	0.779	0.437	0.956	0.919	0.521	0.527	0.594	0.179	0.971	0.067	0.418	0.466	0.0	0.001	0.059	0.34	0.94	0.014
AGAP002713	mRpL49	39S ribosomal protein L49, mitochondrial [Source:VB Community Annotation]	0.057	0.015	0.329	0.277	0.212	0.879	0.883	0.623	0.236	0.32	0.164	0.39	0.212	0.293	0.137	0.986	0.322	0.527	0.012	0.01	0.788	0.614	0.027
AGAP003398		nucleosome-remodeling factor 38 kDa subunit [Source:VB Community Annotation]	0.057	0.17	0.956	0.674	0.002	0.016	0.593	0.997	0.447	0.845	0.03	0.309	0.112	0.946	0.001	0.331	0.033	0.0	0.002	0.866	0.002	0.688	0.0
AGAP009852		mitochondrial fission 1 protein [Source:VB Community Annotation]	0.057	0.858	0.679	0.857	0.015	0.795	0.407	0.165	0.116	0.696	0.0	0.352	0.0	0.457	0.0	0.831	0.008	0.473	0.0	0.05	0.003	0.543	0.591
AGAP005096			0.057	0.871	0.001	0.072	0.073	0.619	0.489	0.318	0.707	0.921	0.787	0.381	0.156	0.339	0.138	0.234	0.191	0.001	0.121	0.024	0.101	0.292	0.791
AGAP001090		Breast carcinoma amplified sequence 3 [Source:VB Community Annotation]	0.057	0.009	0.353	0.932	0.836	0.32	0.008	0.157	0.158	0.067	0.875	0.232	0.688	0.14	0.937	0.794	0.562	0.0	0.093	0.037	0.002	0.77	0.0
AGAP008095			0.057	0.881	0.03	0.0	0.0	0.672	0.117	0.576	0.054	0.729	0.115	0.843	0.022	0.526	0.151	0.007	0.616	0.009	0.541	0.775	0.858	0.41	0.042
AGAP005588			0.057	0.0	0.68	0.225	0.059	0.576	0.909	0.533	0.369	0.841	0.923		0.903	0.215	0.258	0.751		0.276	0.07		0.588	0.552	0.819
AGAP003768	RpS2	40S ribosomal protein S2 [Source:VB Community Annotation]	0.057	0.002	0.0	0.0	0.001	0.134	0.0	0.045	0.443	0.561	0.984	0.402	0.772	0.66	0.922	0.317	0.957	0.0	0.0	0.34	0.0	0.11	0.042
AGAP008557		AMP-binding domain protein [Source:VB Community Annotation]	0.057	0.008	0.002	0.921	0.0	0.795	0.0	0.0	0.0	0.043	0.002	0.978	0.498	0.835	0.134	0.014	0.0	0.0	0.01	0.011	0.272	0.0	0.0
AGAP001396		inositol monophosphatase 3 [Source:VB Community Annotation]	0.057	0.111	0.762	0.012	0.75	0.304	0.895	0.968	0.959	0.687	0.98	0.561	0.947	0.614	0.946	0.015	0.0	0.689	0.445	0.617	0.58	0.883	0.22
AGAP004887	RpS17	40S ribosomal protein S17 [Source:UniProtKB/Swiss-Prot;Acc:Q9U9L1]	0.057	0.002	0.106	0.02	0.067	0.956	0.002	0.708	0.489	0.467	0.846	0.338	0.723	0.288	0.58	0.618	0.697	0.009	0.0	0.0	0.0	0.748	0.0
AGAP000142			0.057	0.189	0.959	0.631	0.74	0.371	0.004	0.015	0.318	0.838	0.077	0.661	0.297	0.234	0.844	0.543	0.803	0.004	0.11	0.022	0.271	0.06	0.0
AGAP000357		E3 ubiquitin-protein ligase ZNRF1/2 [Source:VB Community Annotation]	0.057	0.0	0.501	0.444	0.322	0.182	0.006	0.171	0.007	0.001	0.0	0.001	0.0	0.041	0.0	0.003	0.842	0.0	0.0	0.0	0.0	0.009	0.0
AGAP003984		3-dehydrosphinganine reductase [Source:VB Community Annotation]	0.057	0.788	0.065	0.037	0.0	0.002	0.36	0.216	0.0	0.868	0.956	0.768	0.637	0.325	0.512	0.24	0.0	0.001	0.0	0.065	0.063	0.224	0.897
AGAP004776		pre-mRNA-processing factor SLU7 [Source:VB Community Annotation]	0.058	0.03	0.067	0.053	0.107	0.6	0.174	0.393	0.36	0.965	0.128	0.866	0.31	0.726	0.156	0.616	0.616	0.0	0.021	0.225	0.279	0.847	0.154
AGAP007478			0.058	0.0	0.0	0.475	0.51	0.584	0.055	0.769	0.724	0.005	0.183	0.01	0.193	0.0	0.057	0.8	0.854	0.192	0.017	0.573	0.028	0.021	0.0
AGAP005814		ecdysoneless homolog [Source:VB Community Annotation]	0.058	0.0	0.96	0.417	0.186	0.383	0.44	0.845	0.558	0.003	0.004	0.01	0.031	0.01	0.048	0.638	0.561	0.0	0.632	0.794	0.514	0.374	0.679
AGAP002901		Protein unc-50 homolog [Source:VB Community Annotation]	0.058	0.909	0.249	0.236	0.379	0.969	0.339	0.856	0.623	0.822	0.504	0.505	0.281	0.18	0.051	0.948	0.013	0.061	0.035	0.126	0.02	0.975	0.112
AGAP002200			0.058	0.134	0.001	0.586	0.656	0.646	0.0	0.244	0.135	0.875	0.037	0.504	0.038	0.507	0.007	0.888	0.0	0.0	0.012	0.203	0.018	0.005	0.532
AGAP010007		coiled-coil domain-containing protein 47 [Source:VB Community Annotation]	0.058	0.411	0.622	0.308	0.623	0.115	0.263	0.34	0.047	0.426	0.921	0.688	0.741	0.911	0.626	0.697	0.0	0.426	0.114	0.59	0.531	0.056	0.659
AGAP010133	SCRPQ2	Class B Scavenger Receptor (CD36 domain). [Source:VB Community Annotation]	0.058	0.301	0.848	0.619	0.841	0.003	0.0	0.0	0.0	0.095	0.017	0.723	0.345	0.438	0.869	0.475	0.547	0.0	0.0	0.854	0.0	0.554	0.383
AGAP012163		Guanylate cyclase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7PZZ3]	0.058	0.001	0.116	0.0	0.919	0.163	0.002	0.962	0.89	0.266	0.635	0.018	0.932	0.017	0.632	0.331	0.0	0.117	0.013	0.045	0.021	0.776	0.0
AGAP002509			0.058	0.82	0.084	0.048	0.977	0.252	0.428	0.86	0.423	0.843	0.075	0.597	0.005	0.708	0.095	0.233	0.044	0.501	0.0	0.153	0.75	0.048	0.508
AGAP003729			0.058	0.93	0.0	0.135	0.017	0.432	0.009	0.207	0.82	0.024	0.0	0.014	0.0	0.001	0.0	0.043	0.033	0.172	0.677	0.839	0.597	0.0	0.319
AGAP003846		secretory phospholipase A2 [Source:VB Community Annotation]	0.058	0.012	0.114	0.0	0.121	0.001	0.884	0.986	0.454	0.035	0.38	0.052	0.37	0.044	0.359	0.0	0.944	0.461	0.403	0.147	0.696	0.596	0.167
AGAP002546			0.059	0.003	0.0	0.106	0.0	0.678	0.973	0.866	0.542	0.791	0.0	0.432	0.0	0.996	0.0	0.67	0.003	0.023	0.433	0.125	0.326	0.925	0.546
AGAP010436		adenylate cyclase 2 [Source:VB Community Annotation]	0.059	0.043	0.0	0.553	0.0	0.005	0.574	0.478	0.183	0.459	0.001	0.986	0.0	0.8	0.005	0.03	0.0	0.043	0.0	0.437	0.517	0.0	0.652
AGAP000351	GPRNPY1		0.059	0.454	0.001	0.502	0.018	0.34	0.433	0.948	0.821	0.101	0.165	0.101	0.017	0.128	0.04	0.353	0.014	0.172	0.025	0.707	0.817	0.418	0.326
AGAP005682			0.059	0.034	0.025	0.333	0.954	0.983	0.033	0.005	0.003	0.0	0.005	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.326	0.832	0.643	0.739	0.0
AGAP000888	GSTT2	glutathione S-transferase theta class 2 [Source:VB Community Annotation]	0.059	0.457	0.213	0.001	0.003	0.946	0.864	0.691	0.154	0.04	0.616	0.151	0.465	0.423	0.125	0.235	0.188	0.655	0.06	0.001	0.01	0.976	0.0
AGAP001172	Gr51	gustatory receptor 51 [Source:VB Community Annotation]	0.059	0.95	0.002	0.137	0.0	0.033	0.601	0.517	0.93	0.956	0.411	0.919	0.555	0.681		0.035	0.1	0.016	0.721	0.336	0.09	0.364	0.868
AGAP012032			0.059	0.33	0.064	0.0	0.0	0.061	0.034	0.0	0.0	0.0	0.0	0.14	0.003	0.045	0.0	0.0	0.918	0.0	0.72	0.633	0.943	0.0	0.001
AGAP010831	TEP8	thioester-containing protein 8 [Source:VB Community Annotation]	0.059	0.0	0.108	0.056	0.0	0.241	0.117		0.046	0.001	0.951	0.006		0.0		0.037	0.995	0.154	0.0	0.187	0.0	0.074	0.468
AGAP003147		Golgin84 [Source:VB Community Annotation]	0.059	0.282	0.766	0.005	0.035	0.944	0.822	0.995	0.996	0.885	0.926	0.178	0.344	0.27	0.399	0.057	0.955	0.989	0.672	0.752	0.588	0.052	0.932
AGAP002605		DNA-repair protein XRCC1 [Source:VB Community Annotation]	0.059	0.14	0.053	0.1	0.012	0.383	0.736	0.805	0.861	0.153	0.483	0.781	0.008	0.827	0.031	0.531	0.897	0.0	0.42	0.867	0.171	0.93	0.036
AGAP009779			0.059	0.081	0.008	0.232	0.828	0.615	0.259	0.747	0.689	0.937	0.039	0.06	0.0	0.221	0.0	0.964	0.001	0.0	0.763	0.84	0.919	0.009	0.01
AGAP010233		integrin beta 1 [Source:VB Community Annotation]	0.059	0.003	0.031	0.008	0.002	0.478	0.414	0.766	0.868	0.277	0.563	0.497	0.742	0.141	0.872	0.003	0.0	0.0	0.218	0.443	0.356	0.983	0.844
AGAP008882		U3 small nucleolar RNA-associated protein MPP10 [Source:VB Community Annotation]	0.06	0.54	0.042	0.635	0.591	0.78	0.621	0.041	0.305	0.135	0.059	0.66	0.0	0.816	0.0	0.946	0.961	0.427	0.972	0.517	0.152	0.002	0.0
AGAP001677			0.06	0.605	0.0	0.0	0.0	0.0	0.0	0.129	0.203	0.842	0.312	0.513	0.145	0.87	0.66	0.691	0.032	0.452	0.866	0.553	0.991	0.921	0.647
AGAP001448		pancreas-specific transcription factor 1a [Source:VB Community Annotation]	0.06	0.591	0.0	0.351	0.984	0.276	0.0	0.0	0.0	0.987	0.342	0.332	0.019	0.033	0.001	0.215	0.094	0.0	0.006	0.002	0.0	0.593	0.535
AGAP002224		open rectifier potassium channel protein 1 [Source:VB Community Annotation]	0.06	0.0	0.977	0.976	0.0	0.006	0.432	0.051	0.29	0.024	0.012	0.073	0.037	0.003	0.001	0.0	0.0	0.0	0.0	0.006	0.001	0.851	0.236
AGAP000403			0.06	0.795	0.115	0.004	0.0	0.02	0.0	0.117	0.098	0.0	0.071	0.0	0.014	0.0	0.002	0.03	0.956	0.0	0.075	0.058	0.033	0.369	0.051
AGAP004060			0.06	0.009	0.0	0.643	0.482	0.478	0.657	0.524	0.852	0.238	0.067	0.496	0.027	0.54	0.114	0.939	0.257	0.058	0.027	0.514	0.113	0.179	0.047
AGAP001897		centromere protein J [Source:VB Community Annotation]	0.06	0.605	0.719	0.0	0.019	0.035	0.545	0.334	0.571	0.015	0.0	0.0	0.0	0.002	0.0	0.001	0.895	0.0	0.528	0.32	0.785	0.0	0.952
AGAP005717	LYSC6	C-type lysozyme (multi-lysozyme domain protein) [Source:VB Community Annotation]	0.06	0.227	0.024	0.148	0.375	0.833	0.506	0.903	0.403	0.186	0.0	0.014	0.0	0.876	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.177	0.0
AGAP009975		protein-tyrosine phosphatase [Source:VB Community Annotation]	0.06	0.012	0.0	0.857	0.558	0.134	0.461	0.687	0.732	0.053	0.635	0.102	0.124	0.014	0.727	0.584	0.0	0.935	0.0	0.549	0.007	0.949	0.072
AGAP006931	CPR111	cuticular protein RR-2 family 111 [Source:VB Community Annotation]	0.06	0.634	0.221	0.034	0.105	0.311	0.005	0.082	0.218	0.715	0.523	0.583	0.429	0.217	0.131	0.931	0.931	0.0	0.034	0.029	0.074	0.167	0.791
AGAP006009	CPR30	cuticular protein RR-1 family 30 [Source:VB Community Annotation]	0.061	0.0	0.023	0.947	0.0	0.0	0.825	0.727	0.848	0.005	0.0	0.001	0.0	0.01	0.0	0.001	0.0	0.296	0.989	0.497	0.207	0.12	0.044
AGAP012111		sphingolipid delta-4 desaturase [Source:VB Community Annotation]	0.061	0.958	0.922	0.0	0.0	0.47	0.458	0.117	0.356	0.059	0.279	0.016	0.152	0.107	0.577	0.125	0.004	0.316	0.0	0.169	0.626	0.0	0.455
AGAP006807		cysteamine dioxygenase [Source:VB Community Annotation]	0.061	0.745	0.321	0.347	0.924	0.863	0.683	0.822	0.645	0.577	0.794	0.551	0.057	0.298	0.766	0.54	0.851	0.752	0.518	0.444	0.285	0.891	0.24
AGAP006142		beta-1,3-galactosyltransferase [Source:VB Community Annotation]	0.061	0.52	0.007	0.0	0.0	0.839	0.188	0.967	0.767	0.398	0.002	0.196	0.002	0.253	0.003	0.428	0.412	0.0	0.006	0.01	0.0	0.432	0.802
AGAP011054	TPX2	thioredoxin peroxidase 2 [Source:VB Community Annotation]	0.061	0.701	0.001	0.001	0.124	0.372	0.451	0.072	0.0	0.0	0.0	0.001	0.0	0.023	0.0	0.006	0.0	0.048	0.003	0.923	0.304	0.016	0.0
AGAP009924			0.061	0.0	0.0	0.975	0.0	0.376	0.014	0.001	0.0	0.834	0.37	0.111	0.373	0.269	0.636	0.005	0.0	0.0	0.01	0.914	0.085	0.934	0.0
AGAP003738			0.062	0.276	0.13	0.054	0.275	0.0	0.159	0.0	0.0	0.0	0.0	0.032	0.007	0.083	0.015	0.856	0.001	0.0	0.0	0.0	0.0	0.433	0.0
AGAP009460		c-Jun N-terminal kinase [Source:VB Community Annotation]	0.062	0.811	0.0	0.712		0.601	0.002	0.023	0.443	0.705	0.13	0.97	0.399	0.708	0.117	0.028	0.0	0.191	0.0	0.457	0.0	0.001	0.092
AGAP007525		coronin homolog [Source:VB Community Annotation]	0.062	0.0	0.019	0.0	0.337	0.008	0.378	0.12	0.742	0.002	0.031	0.001	0.023	0.0	0.003	0.503	0.543	0.134	0.039	0.168	0.007	0.998	0.17
AGAP008776			0.062	0.527	0.001	0.082	0.367	0.756	0.027	0.32	0.031	0.703	0.097	0.052	0.001	0.074	0.005	0.265	0.08	0.0	0.038	0.032	0.01	0.618	0.74
AGAP002306	RpL4	60S ribosomal protein L4 [Source:VB Community Annotation]	0.062	0.797	0.812	0.0	0.317	0.887	0.008	0.464	0.773	0.688	0.783	0.59	0.666	0.983	0.329	0.747	0.049	0.071	0.0	0.131	0.0	0.588	0.629
AGAP004508			0.062	0.86	0.028	0.029	0.009	0.611	0.071	0.043	0.333	0.104	0.317	0.005	0.09	0.0	0.032	0.189	0.507	0.156	0.031	0.406	0.255	0.896	0.861
AGAP004832			0.062	0.802	0.15	0.307	0.075	0.807	0.009	0.014	0.01	0.509	0.587	0.266	0.262	0.224		0.0	0.007	0.0	0.007	0.0	0.0	0.929	0.002
AGAP001871		Ro ribonucleoprotein autoantigen [Source:VB Community Annotation]	0.062	0.0	0.971	0.627	0.0	0.614	0.579	0.868	0.377	0.034	0.318	0.094	0.545	0.002	0.051	0.023	0.436	0.082	0.157	0.395	0.556	0.38	0.013
AGAP000436	Cht11	chitinase [Source:VB Community Annotation]	0.062	0.015	0.482	0.016	0.228	0.701	0.267	0.871	0.961	0.712	0.354	0.089	0.051	0.697	0.316	0.502	0.307	0.007	0.156	0.158	0.086	0.892	0.223
AGAP009276		Piezo-type mechanosensitive ion channel component [Source:UniProtKB/TrEMBL;Acc:A0A1S4H0N7]	0.062	0.113	0.423	0.288	0.678	0.925	0.781	0.46	0.193	0.016	0.015	0.259	0.222	0.003	0.003	0.608	0.995	0.159	0.001	0.004	0.0	0.205	0.81
